t, a_pc, e_pc, src_dist (km), dlos (km), min_alt (km), max_alt (km), wavelength (nm), max_angle_discr (deg), I0, DoLP (%), AoRD (°):
0,180.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.725302294033231e-08,6.945237051374332,-87.9409290782506
0,190.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.716922852436834e-08,7.548595613938822,71.93230375955493
0,200.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.690419667403142e-08,9.65739434353684,54.65685054050976
0,210.00000000000003,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.655281058558011e-08,13.255188210653186,41.21951177530404
0,220.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.628050253957291e-08,18.2897370298507,30.954518089821725
0,230.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.632840673950923e-08,24.634107650165095,22.89667105095157
0,239.99999999999997,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.702240179723548e-08,32.03356725355297,16.283283972271793
0,250.00000000000003,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,8.878820050859446e-08,40.050543991584924,10.582910636122913
0,260.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,9.217585650948936e-08,48.037369363663004,5.423217991213049
0,270.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,9.78987612178419e-08,55.18266268331126,0.5241784475785038
0,280.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,1.0689432470565064e-07,60.66506322322521,-4.351327498207425
0,290.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,1.2041497429587617e-07,63.88353447399621,-9.436716399245757
0,300.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,1.4015369030486821e-07,64.65430565704018,-15.000019351119883
0,310.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,1.683778419474495e-07,63.262339686804964,-21.390668537145253
0,320.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,2.0791668396314987e-07,60.35082235687699,-29.10308617208135
0,330.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,2.613974500637598e-07,56.73402018030899,-38.85234641010658
0,340.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,3.2791285192885675e-07,53.24110372551313,-51.58608816499132
0,350.0,29.999999999999996,5.0,0.1,0.0,30.0,391.4,10.0,3.9434207995394814e-07,50.63690521373033,-68.12352055153997
0,0.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.664734344840591e-07,55.98183212926138,-88.40968953562013
0,10.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.5850848126303343e-07,56.489087245302024,75.86012850414964
0,20.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.3457241300681547e-07,58.1385364458201,61.29033004731633
0,29.999999999999996,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.0379201981342955e-07,60.54444798527593,48.59470360464563
0,40.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.7375699230193054e-07,63.1342195220752,37.81778512858325
0,50.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.4816145263846688e-07,65.2322577622714,28.645649962728324
0,59.99999999999999,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.279194406317241e-07,66.15882053074323,20.67762495774428
0,70.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.1265237983940726e-07,65.3625910285271,13.545572984985654
0,80.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.015606162924441e-07,62.56360513909175,6.939122372698183
0,90.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,9.38009229410241e-08,57.84332402864953,0.5944124351376687
0,100.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.861666209045987e-08,51.62491068558737,-5.727161325064738
0,110.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.536702543229073e-08,44.54509146834621,-12.261826801188777
0,119.99999999999999,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.352161222399461e-08,37.28341272707815,-19.266324680185306
0,130.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.264653461408109e-08,30.427534523315114,-27.03969410091796
0,140.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.239115396529107e-08,24.41157176253136,-35.93760312494976
0,150.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.247788520067805e-08,19.51682787166717,-46.35761668690166
0,160.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.269513775369268e-08,15.904912107669832,-58.644651347904464
0,170.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.289277270422143e-08,13.657859142786306,-72.8514104835744
0,180.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.297938815449266e-08,12.811363905326909,-88.4127679575824
0,190.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.292088805655549e-08,13.37590636323741,75.88674155730153
0,200.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.273999256184985e-08,15.344675542135306,61.33978903040857
0,210.00000000000003,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.251656160729646e-08,18.688289573375716,48.65768441962956
0,220.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.23888172406825e-08,23.33628985720679,37.88702456774363
0,230.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.255576409265073e-08,29.1461021694689,28.716924913666634
0,239.99999999999997,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.328131452520567e-08,35.86352840397809,20.74896140500115
0,250.00000000000003,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.490078747564836e-08,43.08655996692028,13.616307835169671
0,260.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,8.783044564339711e-08,50.25568361006358,7.0092712036350955
0,270.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,9.258022630299737e-08,56.701116832047845,0.6643050688083544
0,280.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,9.976792829892226e-08,61.76408381788134,-5.657095812951411
0,290.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.1012764924486499e-07,64.96585905085921,-12.191224421755601
0,300.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.244910227947314e-07,66.15109066805309,-19.19508427757563
0,310.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.4368570984556987e-07,65.53172378325492,-26.968302701148087
0,320.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.682243691237033e-07,63.61559535894283,-35.867705855025704
0,330.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,1.975533409774617e-07,61.068369462444174,-46.29290457941316
0,340.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.2866729600421844e-07,58.57536906444187,-58.591766972916
0,350.0,40.0,5.0,0.1,0.0,30.0,391.4,10.0,2.5473374218030825e-07,56.73656418089971,-72.81950933597463
0,0.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.8260285924632526e-07,62.286653594564555,-88.67418433795041
0,10.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.7949789926119954e-07,62.59077328567358,78.13986428253376
0,20.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.696135736164793e-07,63.57314179397592,65.46007862273267
0,29.999999999999996,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.5557071313166794e-07,64.97368639805849,53.68262405151401
0,40.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.402370736488882e-07,66.39086727402906,42.95876775405119
0,50.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.257181620141299e-07,67.34447180661546,33.23990402164692
0,59.99999999999999,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.131496046692486e-07,67.35925460753609,24.36456410351593
0,70.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.029293356844568e-07,66.06370507480784,16.12745568830556
0,80.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,9.501909777866998e-08,63.282109266261074,8.316377806688209
0,90.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.91670502144565e-08,59.085462714842905,0.7252425836460293
0,100.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.503970613259843e-08,53.77538649028617,-6.8459110913762
0,110.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.229105471502603e-08,47.8056314320226,-14.596319516223554
0,119.99999999999999,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.059575802822549e-08,41.676602661199325,-22.73032292311382
0,130.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.9663899692734e-08,35.84540041194737,-31.45889073324564
0,140.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.924699469397491e-08,30.675395081002222,-40.989951036385854
0,150.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.914018475177641e-08,26.424801550123156,-51.497225773540556
0,160.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.918293660903576e-08,23.26000638028865,-63.057890021281246
0,170.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.92592400664826e-08,21.27824728242136,-75.5666141219303
0,180.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.929767623998091e-08,20.529041639438187,-88.67599173629121
0,190.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.927145677871979e-08,21.028863062416864,78.1557743926381
0,200.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.91984409904011e-08,22.76685739054323,65.4913018706336
0,210.00000000000003,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.914112421560805e-08,25.701021025733063,53.7252690368482
0,220.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.920660241833949e-08,29.745210837273767,43.00894065827652
0,230.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,7.954651304407181e-08,34.748760674128796,33.29455734744578
0,239.99999999999997,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.035688030178616e-08,40.47338576301405,24.421656048969176
0,250.00000000000003,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.18775693833998e-08,46.576867190145755,16.185760612664755
0,260.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.43905197864426e-08,52.61820315465573,8.375216644212662
0,270.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,8.821478398347878e-08,58.09954158247674,0.7842421451244745
0,280.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,9.36941105234372e-08,62.54930769487407,-6.787016339731442
0,290.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0116854159709952e-07,65.62766429999246,-14.537866432603064
0,300.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.109143402245992e-07,67.21390647518304,-22.67291166353742
0,310.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.2302710346895972e-07,67.4365622365383,-31.403616245153856
0,320.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.3721862239266463e-07,66.63455186154783,-40.93867142038771
0,330.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.5252549408925736e-07,65.27049422875534,-51.45278374615248
0,340.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.6704054337349495e-07,63.83094506646499,-63.02405221779631
0,350.0,50.0,5.0,0.1,0.0,30.0,391.4,10.0,1.7799517319752977e-07,62.73887292562558,-75.54737831602134
0,0.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.3514829392792413e-07,67.23675467551766,-88.83285905730772
0,10.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.338817260685226e-07,67.3582111908758,79.52626991655622
0,20.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.2971472457340364e-07,67.7349277671781,68.10458178466942
0,29.999999999999996,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.234183367862761e-07,68.21341198828945,57.09615134968735
0,40.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.1598698845586112e-07,68.55776976430793,46.61083959018617
0,50.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.0834435025530392e-07,68.490675903366,36.67094905122843
0,59.99999999999999,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.0117560981067937e-07,67.74632283056836,27.22883360425481
0,70.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,9.489293148903429e-08,66.12721808814156,18.190664705354052
0,80.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.967870810190331e-08,63.55169982921458,9.436565482713856
0,90.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.55527737137855e-08,60.07757823050559,0.8340326571954126
0,100.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.243403907169703e-08,55.893268047567524,-7.7543416122434214
0,110.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.018697189697585e-08,51.27981565118548,-16.46630232701638
0,119.99999999999999,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.865332680438712e-08,46.55837294834034,-25.435655051134088
0,130.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.767269300998826e-08,42.04089844313303,-34.78540943994638
0,140.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.709548791637868e-08,37.996284902536665,-44.61569176066662
0,150.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.679113922880519e-08,34.63494801550633,-54.98496643851431
0,160.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.665327061370481e-08,32.1079481351365,-65.8865905764433
0,170.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.66029997742551e-08,30.51410014451745,-77.22902943474392
0,180.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.659098703724628e-08,29.909138285379584,-88.83395915416088
0,190.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.659857998427803e-08,30.312878550867197,79.53604534054568
0,200.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.663822251660529e-08,31.71217788032238,68.12434947597886
0,210.00000000000003,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.675318331005046e-08,34.05894545854662,57.12432362166415
0,220.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.701656750698707e-08,37.263697225962765,46.645549580315475
0,230.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.752946959781965e-08,41.18653138003781,36.710411638408964
0,239.99999999999997,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.841796478431144e-08,45.62918577519352,27.271541446199887
0,250.00000000000003,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,7.982837138129025e-08,50.33378107702051,18.235431838289937
0,260.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.191978692583941e-08,54.99486555064878,9.482476371922093
0,270.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.485224435676194e-08,59.28955689735943,0.8803478385944739
0,280.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,8.876794215710547e-08,62.92444652453258,-7.7082944617062825
0,290.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,9.376206446648039e-08,65.68883005457515,-16.421240340992664
0,300.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,9.98394551828421e-08,67.49700152487624,-25.39245025825426
0,310.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.0685570011687244e-07,68.40363870380375,-34.745187653040134
0,320.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.1444945062057604e-07,68.5863021329441,-44.5798956185719
0,330.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.2199077382113856e-07,68.30159914407824,-54.955335627887514
0,340.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.2859507649685934e-07,67.82906118240298,-65.86499978299612
0,350.0,59.99999999999999,5.0,0.1,0.0,30.0,391.4,10.0,1.3326159307731767e-07,67.4166060616483,-77.21715669929549
0,0.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0717012307819391e-07,69.39999650611851,-88.92854827307754
0,10.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0667828422758639e-07,69.38994588918277,80.36841291396058
0,20.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0502559075125397e-07,69.33429981826548,69.7488464497835
0,29.999999999999996,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0242219790285879e-07,69.16871058656169,59.29180803070843
0,40.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.916953042981624e-08,68.7962564231748,49.05076185762659
0,50.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.559402886173073e-08,68.10675604945106,39.04814966945287
0,59.99999999999999,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.199107432606929e-08,67.00013892371572,29.276018811245073
0,70.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.859122256389102e-08,65.40961004517293,19.70075431893726
0,80.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.554897668158258e-08,63.31966986848587,10.269621559354707
0,90.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.294760157019784e-08,60.774711691180414,0.9174799456057595
0,100.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.081230691534656e-08,57.87619521473399,-8.427037445769033
0,110.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.912596049868848e-08,54.76963101852104,-17.83583762101004
0,119.99999999999999,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.784395805207666e-08,51.62541284992252,-27.375737668612896
0,130.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.690679674181327e-08,48.61864206675589,-37.10241874724178
0,140.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.625004016676302e-08,45.91221770067324,-47.05381541319564
0,150.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.581189595316745e-08,43.64538533744013,-57.24347111911993
0,160.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.553879608810823e-08,41.92779582063434,-67.65530844513152
0,170.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.538936059768188e-08,40.837711143080114,-78.24201948920665
0,180.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.53370470468521e-08,40.42249282366494,-88.92919359537439
0,190.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.537169552081543e-08,40.699693436807664,80.3741767292463
0,200.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.550009169472863e-08,41.65762503780955,69.76070010142159
0,210.00000000000003,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.574559242958084e-08,43.254970510873555,59.309135115066184
0,220.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.614678436809603e-08,45.419727698707916,49.07274957433979
0,230.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.67550691881229e-08,48.04848029607472,39.07389625497519
0,239.99999999999997,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.763098399783138e-08,51.00758442775192,29.304618610119388
0,250.00000000000003,70.0,5.0,0.1,0.0,30.0,391.4,10.0,7.883897279567907e-08,54.13814297352467,19.731347091585707
0,260.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.044024090305826e-08,57.26630019486977,10.30140685692907
0,270.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.248329437370488e-08,60.219160919055476,0.9497051073212671
0,280.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.499188743643424e-08,62.84459834871859,-8.395105067499506
0,290.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,8.795054291576134e-08,65.03103316046462,-17.804944140790152
0,300.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.128881050949065e-08,66.72206768038,-27.346672360102176
0,310.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.486719154771071e-08,67.92155466459326,-37.07603004866904
0,320.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,9.847007063590622e-08,68.68722182323606,-47.031002641796626
0,330.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0181311006541118e-07,69.11424489889082,-57.22514256499686
0,340.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0457221919421215e-07,69.3127145812627,-67.64230291079903
0,350.0,70.0,5.0,0.1,0.0,30.0,391.4,10.0,1.0643571452130759e-07,69.3839310544961,-78.23500144636866
0,0.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,9.062928795793991e-08,67.69918473195779,-88.9811317929704
0,10.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,9.047792490428842e-08,67.64252715813817,80.83299148475709
0,20.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.99612859962787e-08,67.44088725871222,70.66765561455915
0,29.999999999999996,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.91210156921388e-08,67.08405330521921,60.5430035353198
0,40.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.802147790561144e-08,66.55762959668371,50.473875212697116
0,50.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.674054066391004e-08,65.84737144869591,40.468060923472784
0,59.99999999999999,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.53596899203925e-08,64.94421123356872,30.525574801318438
0,70.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.395536091441803e-08,63.84903024593693,20.638931539351557
0,80.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.259268070556153e-08,62.576257206164605,10.794263745274822
0,90.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.132201284767686e-08,61.155596133711754,0.9730520674649605
0,100.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.017806148436159e-08,59.63156619522429,-8.845760184670672
0,110.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.918093929415717e-08,58.060979191352,-18.683465956227117
0,119.99999999999999,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.833850608688436e-08,56.50886341251428,-28.55927794781304
0,130.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.764935272876165e-08,55.043562791335525,-38.4881646937459
0,140.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.710594638366809e-08,53.731757039921845,-48.47903003242412
0,150.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.669760315208469e-08,52.633994403888785,-58.53345835279382
0,160.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.641307973898082e-08,51.801085764273815,-68.64525640937221
0,170.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.624266648246201e-08,51.27146781958054,-78.80097226281205
0,180.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.617972235857326e-08,51.0694699375469,-88.98144258590845
0,190.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.622162592075979e-08,51.20434160686869,80.83577473260412
0,200.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.637013274803328e-08,51.669909031985206,70.67343028116049
0,210.00000000000003,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.663113710369548e-08,52.44480271354106,60.55156114023212
0,220.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.701383926322227e-08,53.4932953295363,50.48491706597187
0,230.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.75293259621176e-08,54.76687053369789,40.481217816277464
0,239.99999999999997,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.818858559387995e-08,56.206669900984444,30.5404271197994
0,250.00000000000003,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.900000914806373e-08,57.746906819214225,20.65502691564087
0,260.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,7.996648050988339e-08,59.31918110092167,10.811130696733246
0,270.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.108224351558784e-08,60.857396554688144,0.9902095128094157
0,280.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.232985201609764e-08,62.30273439551869,-8.828796468362034
0,290.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.367765616204589e-08,63.6079561065759,-18.667178125938307
0,300.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.507842529900726e-08,64.7402872494327,-28.54414004788943
0,310.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.646979713836014e-08,65.6823140456176,-38.47463386724756
0,320.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.777718629386763e-08,66.43068174063357,-48.467533740583804
0,330.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.891948867092631e-08,66.9928247774117,-58.524377449900236
0,340.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,8.981733703532008e-08,67.38236040611932,-68.63890532803994
0,350.0,80.0,5.0,0.1,0.0,30.0,391.4,10.0,9.040287699610878e-08,67.61403587622645,-78.79757895978489
0,0.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.127868471675657e-08,61.96868700296211,-88.99983400250056
0,10.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.127069311782019e-08,61.95949426530909,80.99852869016989
0,20.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.124302011984827e-08,61.92758041553779,70.99705780452301
0,29.999999999999996,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.11966430655795e-08,61.873810692291634,60.99591879932287
0,40.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.113318626541514e-08,61.79965411329234,50.99523777598497
0,50.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.105484450450602e-08,61.707159471408765,40.99508661308106
0,59.99999999999999,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.096428298735118e-08,61.59891852271002,30.995474621212445
0,70.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.086452111427842e-08,61.47801420726676,20.996347709056078
0,80.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.075880811022782e-08,61.34795206271772,10.997595144131102
0,90.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.065049830329382e-08,61.21257382049092,0.9990630788419861
0,100.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.054293288701919e-08,61.075953426971374,-8.999426797041027
0,110.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.043933349160491e-08,60.942277253496954,-18.99805572682295
0,119.99999999999999,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.034271107708404e-08,60.81571185756639,-28.996986070430818
0,130.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.025579179440762e-08,60.70026413271737,-38.99634182328979
0,140.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.018095975839155e-08,60.59963985677579,-48.996193812432054
0,150.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.012021530846229e-08,60.51710738166522,-58.99655135135873
0,160.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.007514640503917e-08,60.455373422861896,-68.99736135971865
0,170.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.00469103643574e-08,60.41647758192475,-78.99851505444461
0,180.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.00362231591692e-08,60.401711403165976,-88.99986140297254
0,190.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.004335394843831e-08,60.41156649932634,80.99877429219039
0,200.0,90.0,5.0,0.1,0.0,30.0,391.4,10.0,8.00681232539902e-08,60.44571468409822,70.99756893364561
