0.000000000000000000e+00 9.087540952135746863e+00
6.346651825433925753e-02 5.451177315772124388e+00
1.269330365086785151e-01 1.814813679408476155e+00
1.903995547630177865e-01 -1.821549956955146987e+00
2.538660730173570301e-01 -5.457913593318769685e+00
3.173325912716962738e-01 -9.094277229682418806e+00
3.807991095260355729e-01 -1.273064086604604128e+01
4.442656277803748166e-01 -1.636700450240968863e+01
5.077321460347140603e-01 -2.000336813877331110e+01
5.711986642890533039e-01 -2.363973177513696200e+01
6.346651825433925476e-01 -2.727609541150058448e+01
6.981317007977317912e-01 -3.091245904786423182e+01
7.615982190520711459e-01 -3.454882268422785785e+01
8.250647373064103896e-01 -3.818518632059150519e+01
8.885312555607496332e-01 -4.182154995695512412e+01
9.519977738150888769e-01 -4.545791359331877857e+01
1.015464292069428121e+00 -4.909427722968239749e+01
1.078930810323767364e+00 -5.273064086604604483e+01
1.142397328578106608e+00 -5.636700450240967086e+01
1.205863846832445851e+00 -6.000336813877331821e+01
1.269330365086785095e+00 -6.363973177513694424e+01
1.332796883341124339e+00 -6.727609541150057737e+01
1.396263401595463582e+00 -7.091245904786421761e+01
1.459729919849802826e+00 -7.454882268422784364e+01
1.523196438104142292e+00 -7.818518632059149809e+01
1.586662956358481535e+00 -8.182154995695513833e+01
1.650129474612820779e+00 -8.545791359331876436e+01
1.713595992867160023e+00 -8.909427722968240460e+01
1.777062511121499266e+00 8.726935913395395517e+01
1.840529029375838510e+00 8.363299549759032914e+01
1.903995547630177754e+00 7.999663186122668890e+01
1.967462065884516997e+00 7.636026822486304866e+01
2.030928584138856241e+00 7.272390458849942263e+01
2.094395102393195707e+00 6.908754095213575397e+01
2.157861620647534728e+00 6.545117731577214215e+01
2.221328138901874194e+00 6.181481367940849481e+01
2.284794657156213216e+00 5.817845004304486167e+01
2.348261175410552681e+00 5.454208640668121433e+01
2.411727693664891703e+00 5.090572277031759540e+01
2.475194211919231169e+00 4.726935913395394806e+01
2.538660730173570190e+00 4.363299549759032203e+01
2.602127248427909656e+00 3.999663186122667469e+01
2.665593766682248678e+00 3.636026822486306287e+01
2.729060284936588143e+00 3.272390458849940131e+01
2.792526803190927165e+00 2.908754095213577529e+01
2.855993321445266631e+00 2.545117731577212794e+01
2.919459839699605652e+00 2.181481367940850546e+01
2.982926357953945118e+00 1.817845004304485457e+01
3.046392876208284584e+00 1.454208640668120722e+01
3.109859394462623605e+00 1.090572277031758297e+01
3.173325912716963071e+00 7.269359133953931185e+00
3.236792430971302093e+00 3.632995497590308265e+00
3.300258949225641558e+00 -3.368138773341771385e-03
3.363725467479980580e+00 -3.639731775136964664e+00
3.427191985734320046e+00 -7.276095411500614674e+00
3.490658503988659067e+00 -1.091245904786423715e+01
3.554125022242998533e+00 -1.454882268422788449e+01
3.617591540497337554e+00 -1.818518632059151230e+01
3.681058058751677020e+00 -2.182154995695515964e+01
3.744524577006016042e+00 -2.545791359331878922e+01
3.807991095260355507e+00 -2.909427722968243302e+01
3.871457613514694529e+00 -3.273064086604606615e+01
3.934924131769033995e+00 -3.636700450240970639e+01
3.998390650023373016e+00 -4.000336813877333242e+01
4.061857168277712482e+00 -4.363973177513697976e+01
4.125323686532051504e+00 -4.727609541150060579e+01
4.188790204786391413e+00 -5.091245904786428156e+01
4.252256723040730435e+00 -5.454882268422790048e+01
4.315723241295069457e+00 -5.818518632059153362e+01
4.379189759549408478e+00 -6.182154995695515254e+01
4.442656277803748388e+00 -6.545791359331883541e+01
4.506122796058087410e+00 -6.909427722968244723e+01
4.569589314312426431e+00 -7.273064086604607326e+01
4.633055832566765453e+00 -7.636700450240969928e+01
4.696522350821105363e+00 -8.000336813877336795e+01
4.759988869075444384e+00 -8.363973177513699397e+01
4.823455387329783406e+00 -8.727609541150062000e+01
4.886921905584122428e+00 8.908754095213575397e+01
4.950388423838462337e+00 8.545117731577208531e+01
5.013854942092801359e+00 8.181481367940845928e+01
5.077321460347140381e+00 7.817845004304483325e+01
5.140787978601480290e+00 7.454208640668116459e+01
5.204254496855819312e+00 7.090572277031755277e+01
5.267721015110158334e+00 6.726935913395391253e+01
5.331187533364497355e+00 6.363299549759029361e+01
5.394654051618837265e+00 5.999663186122662495e+01
5.458120569873176287e+00 5.636026822486299892e+01
5.521587088127515308e+00 5.272390458849937289e+01
5.585053606381854330e+00 4.908754095213577529e+01
5.648520124636194240e+00 4.545117731577207820e+01
5.711986642890533261e+00 4.181481367940845928e+01
5.775453161144872283e+00 3.817845004304483325e+01
5.838919679399211304e+00 3.454208640668120722e+01
5.902386197653551214e+00 3.090572277031753501e+01
5.965852715907890236e+00 2.726935913395391253e+01
6.029319234162229257e+00 2.363299549759031493e+01
6.092785752416569167e+00 1.999663186122664271e+01
6.156252270670908189e+00 1.636026822486302024e+01
6.219718788925247210e+00 1.272390458849939598e+01
6.283185307179586232e+00 9.087540952135773509e+00
